"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48706587995949","1.54537200556212","1.58783912727613","1.76311514545949","1.78653159915076","1.57967441933494","1.45888988575986","1.29965471616231","1.16598310350627","1.40864970586068","1.30136035541122","1.37162306669685","1.35369037196728","0.847687439964083","1.73560512364439","1.79639472054149","1.79463672851047","2.10418307109111","1.99471334542028","1.8980389686823","2.20635167491245","2.27324082051622","2.29218680325169","2.18021245002527","2.16778494634387","2.55555808185787","2.54814501269733","","","","","","","",
"Afghanistan","AFG","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","0","0","0","0","0","0","0","20.2857142857143","28.4431137724551","0","12.9385964912281","23.21083172147","19.6172248803828","20.3579418344519","20.8413001912046","22.4137931034483","15.1291512915129","21.4723926380368","13.9219015280136","17.1849427168576","10.625","15.3419593345656","18.848167539267","24.4186046511628","32.9015544041451","33.9602925809822","38.2730455075846","12.5586854460094","15.3452685421995","17.3051519154557","13.6273648648649","14.186204379562","25.3869230769231","25.8847058823529","25.9510769230769","25.81568","26.1040677966102","25.669","25.1451428571429","29.5148780487805","29.0502597402597","25.8048148148148","49.6711818181818","34.496962962963","20.1198230088496","20.1237804878049","17.0118556701031","13.0520338983051","6.76599088838269","4.52263333333333","3.12985005767013","2.51246329526917","2.94763636363636","3.49032902467685","3.47449423815621","3.53390488110138","4.31703653585927","","","","","","","",
"Africa Western and Central","AFW","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5147375609916","9.17335572855073","8.64506548528044","9.67845031345079","9.78348710544884","9.73590790212647","9.87058922296116","10.9093060590044","11.7036171316928","12.6464648518237","14.1152737321081","12.7016756951151","13.1398025046128","18.753355697724","19.3850443130099","18.6918959006921","19.3741186667281","19.4850121262688","19.1217400186643","18.5890669805894","18.2923900261449","21.8842657780665","21.515040223015","20.4162720901107","22.1539802895715","22.7937074919184","22.2162774091897","","","","","","","",
"Angola","AGO","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","0","0","0","0","0","0","0","0","0","0","2.35414534288639","2.47311827956989","2.44100895036615","2.55447032306536","2.70880361173815","2.82392026578073","3.34821428571429","3.83817427385892","2.50677506775068","2.46502331778814","2.74348422496571","3.26388888888889","3.70662460567823","3.87096774193548","4.39238653001464","4.6801872074883","5.27143981117231","5.10718789407314","5.86132952108649","6.36896046852123","15.9888151658768","16.6222358346095","16.7519152276295","15.1994492753623","14.525485799701","9.72877551020408","9.19160385626643","9.09716112531969","9.54645558487247","8.29060869565217","8.77471301535974","7.66917118512781","8.50787077826725","6.75982232093282","7.47087091757387","6.86681493684789","6.41815142576205","6.79074074074074","5.07356060606061","4.75426887661142","4.80707325622152","4.76734894772573","4.70345785123967","2.33517062766606","1.67307536817788","4.09877986348123","4.22517932787348","","","","","","","",
"Albania","ALB","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","4.16666666666667","3.69774919614148","3.42261904761905","4.04929577464789","4.18181818181818","3.87858347386172","4.02298850574713","4.78796169630643","4.77326968973747","5.19774011299435","4.99510284035259","5.56023588879528","4.93827160493827","6.93000693000693","9.87341772151899","12.0510774142059","13.5555555555556","12.2435897435897","10.446075663467","9.32817786370227","14.9645390070922","10.989010989011","11.841445057702","12.7823161941374","13.3552014995314","12.3313168915775","13.0632680928539","6.05911330049261","4.85485485485485","4.97959183673469","7.6976694214876","6.69160583941606","8.84008928571428","7.61743961352657","4.62658878504673","2.63271794871795","2.23370558375635","2.4777027027027","1.8335","0.987744107744108","0.694069400630915","0.455527950310559","0.684506666666667","0.624549878345499","0.769300699300699","0.54058968058968","0.543259259259259","0.782061611374408","0.351750599520384","0.424421296296296","0.560458515283843","0.582063492063492","0.640524017467249","0.688997912317328","1.1239846743295","1.22956607495069","3.27277890466531","","","","","","","",
"Andorra","AND","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Arab World","ARB","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1228327490816","39.3128727050577","38.1454465370357","39.6664875122261","39.6489562656176","35.664606322448","37.1686818532291","35.700269955536","36.9231619668886","36.7882034754928","37.5965791935521","34.9138824106451","37.3301379499296","38.0928541193443","39.089437990137","40.662487235996","39.9062027184797","38.8101042912276","39.2355371930337","38.1693340485492","39.1493127836855","41.3079010145002","41.1290818425188","40.3181144253185","40.4295430742598","43.0121058114457","43.8489757549358","","","","","","","",
"United Arab Emirates","ARE","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","0","0","0","0","0","0","0","95.2","92.6253687315634","5.52081472217259","2.88600288600289","5.22762679591484","5.58161350844278","5.32742727163893","5.73569003862812","4.89791101144813","4.25413853694627","2.87416091519334","2.85574011946649","19.6033256536111","23.7976947535771","30.2755944682121","31.6956737941323","30.2448640796846","31.7815365159659","36.9004774146162","46.8674792329788","52.7218206981393","52.8885519332828","57.0495995692846","55.4617202166065","59.8824081300813","57.0586183769282","57.3267449718423","60.4794567286572","61.8250949889868","71.6034837092732","65.3171712707182","66.7275921288014","66.3087406976744","71.4227844807192","64.3877353002285","70.9182551977171","69.8086573939921","70.1391271140207","67.3292483660131","68.0294014490367","69.3831262814185","69.0720064020487","72.250491792849","71.835543545019","78.3294306156806","75.5227132532863","74.156659424226","72.5919990208877","69.1956323438466","67.694077509275","","","","","","","",
"Argentina","ARG","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","4.84525240384615","7.88134986028516","9.51990712285734","11.648850490555","11.6141343686254","12.3216844203576","12.4404692763387","12.5321696318675","13.2438027496152","11.7839529590288","12.4368407056112","12.4020780077513","13.8412104449687","15.0943396226415","15.6281175658046","16.5752472187886","16.5147728943113","16.7867277886924","16.0164344408717","16.2873894464871","18.0082959565643","20.0919969813491","22.4968089632676","24.9825735396626","25.6497641915384","28.6625596908832","29.7371476828882","31.9540596586377","34.794421300489","38.12909085215","43.317906650641","44.9322398404861","45.0321946902655","36.7822921732865","37.5302838063439","46.7775292153589","45.5042944058154","48.3461058749607","46.3049275362319","50.4318391832476","52.6823720718672","51.9435380796028","53.3489656933685","53.8537059831723","58.4987966161438","56.065101831602","54.0243483297934","53.3208647558516","53.6387344632768","55.936656504065","51.742342690615","52.2742993343112","53.4696375959223","49.3669875","53.7443477294203","52.8561131710463","55.4965069459518","","","","","","","",
